model,user_id,technique,parameter,value,freedom,log_likelihood,n_observations,n_parameters,BIC
random,1,audio,HOTKEY_PROB,0.4866,1,-755.25,720,1,1517.0792512120101
random,1,audio,MENU_TIME,2.0,0,-755.25,720,1,1517.0792512120101
random,1,audio,HOTKEY_TIME,0.9,0,-755.25,720,1,1517.0792512120101
random,1,audio,LEARNING_COST,1.8,0,-755.25,720,1,1517.0792512120101
random,1,audio,ERROR_COST,3.0,0,-755.25,720,1,1517.0792512120101
