model,user_id,technique,parameter,value,freedom,log_likelihood,n_observations,n_parameters,BIC
RW,9,traditional,ALPHA_RW,0.06152,1,-386.51,720,2,2213.02
RW,9,traditional,BETA_RW,14.0,1,-386.51,720,2,2213.02
RW,9,traditional,MENU_TIME,2.0,0,-386.51,720,2,2213.02
RW,9,traditional,HOTKEY_TIME,0.9,0,-386.51,720,2,2213.02
RW,9,traditional,LEARNING_COST,1.8,0,-386.51,720,2,2213.02
RW,9,traditional,ERROR_COST,3.0,0,-386.51,720,2,2213.02
