model,user_id,technique,parameter,value,freedom,log_likelihood,n_observations,n_parameters,BIC
random,7,audio,HOTKEY_PROB,0.73595,1,-549.1,715,1,1104.772282542694
random,7,audio,MENU_TIME,2.0,0,-549.1,715,1,1104.772282542694
random,7,audio,HOTKEY_TIME,0.9,0,-549.1,715,1,1104.772282542694
random,7,audio,LEARNING_COST,1.8,0,-549.1,715,1,1104.772282542694
random,7,audio,ERROR_COST,3.0,0,-549.1,715,1,1104.772282542694
