model,user_id,technique,parameter,value,freedom,log_likelihood,n_observations,n_parameters,BIC
random,9,traditional,HOTKEY_PROB,0.80033,1,-453.86,720,1,914.2992512120102
random,9,traditional,MENU_TIME,2.0,0,-453.86,720,1,914.2992512120102
random,9,traditional,HOTKEY_TIME,0.9,0,-453.86,720,1,914.2992512120102
random,9,traditional,LEARNING_COST,1.8,0,-453.86,720,1,914.2992512120102
random,9,traditional,ERROR_COST,3.0,0,-453.86,720,1,914.2992512120102
