model,user_id,technique,parameter,value,freedom,log_likelihood,n_observations,n_parameters,BIC
CK,4,audio,ALPHA_CK,0.11661,1,-285.66,720,2,584.4785024240202
CK,4,audio,BETA_CK,4.89923,1,-285.66,720,2,584.4785024240202
CK,4,audio,MENU_TIME,2.0,0,-285.66,720,2,584.4785024240202
CK,4,audio,HOTKEY_TIME,0.9,0,-285.66,720,2,584.4785024240202
CK,4,audio,LEARNING_COST,1.8,0,-285.66,720,2,584.4785024240202
CK,4,audio,ERROR_COST,3.0,0,-285.66,720,2,584.4785024240202
