model,user_id,technique,parameter,value,freedom,log_likelihood,n_observations,n_parameters,BIC
RW,4,audio,ALPHA_RW,0.05579,1,-429.74,720,2,2299.48
RW,4,audio,BETA_RW,14.0,1,-429.74,720,2,2299.48
RW,4,audio,MENU_TIME,2.0,0,-429.74,720,2,2299.48
RW,4,audio,HOTKEY_TIME,0.9,0,-429.74,720,2,2299.48
RW,4,audio,LEARNING_COST,1.8,0,-429.74,720,2,2299.48
RW,4,audio,ERROR_COST,3.0,0,-429.74,720,2,2299.48
