model,user_id,technique,parameter,value,freedom,log_likelihood,n_observations,n_parameters,BIC
CK,9,traditional,ALPHA_CK,0.30709,1,-235.78,720,2,484.7185024240202
CK,9,traditional,BETA_CK,4.11576,1,-235.78,720,2,484.7185024240202
CK,9,traditional,MENU_TIME,2.0,0,-235.78,720,2,484.7185024240202
CK,9,traditional,HOTKEY_TIME,0.9,0,-235.78,720,2,484.7185024240202
CK,9,traditional,LEARNING_COST,1.8,0,-235.78,720,2,484.7185024240202
CK,9,traditional,ERROR_COST,3.0,0,-235.78,720,2,484.7185024240202
