model,user_id,technique,parameter,value,freedom,log_likelihood,n_observations,n_parameters,BIC
CK,1,audio,ALPHA_CK,0.32183,1,-265.82,720,2,544.7985024240202
CK,1,audio,BETA_CK,3.8103,1,-265.82,720,2,544.7985024240202
CK,1,audio,MENU_TIME,2.0,0,-265.82,720,2,544.7985024240202
CK,1,audio,HOTKEY_TIME,0.9,0,-265.82,720,2,544.7985024240202
CK,1,audio,LEARNING_COST,1.8,0,-265.82,720,2,544.7985024240202
CK,1,audio,ERROR_COST,3.0,0,-265.82,720,2,544.7985024240202
